date;unit_sales
2016-06-28;164,0
2016-06-29;181,0
2016-06-30;215,0
2016-07-01;266,0
2016-07-02;398,0
2016-07-03;309,0
2016-07-04;213,0
2016-07-05;171,0
2016-07-06;229,0
2016-07-07;222,0
2016-07-08;212,0
2016-07-09;344,0
2016-07-10;266,0
2016-07-11;173,0
2016-07-12;164,0
2016-07-13;169,0
2016-07-14;189,0
2016-07-15;250,0
2016-07-16;305,0
2016-07-17;266,0
2016-07-18;177,0
2016-07-19;166,0
2016-07-20;196,0
2016-07-21;178,0
2016-07-22;210,0
2016-07-23;271,0
2016-07-24;267,0
2016-07-25;160,0
2016-07-26;154,0
2016-07-27;174,0
2016-07-28;190,0
2016-07-29;258,0
2016-07-30;292,0
2016-07-31;325,0
2016-08-01;231,0
2016-08-02;221,0
2016-08-03;215,0
2016-08-04;250,0
2016-08-05;236,0
2016-08-06;321,0
2016-08-07;274,0
2016-08-08;194,0
2016-08-09;186,0
2016-08-10;162,0
2016-08-11;207,0
2016-08-12;317,0
2016-08-13;262,0
2016-08-14;243,0
2016-08-15;176,0
2016-08-16;179,0
2016-08-17;186,0
2016-08-18;213,0
2016-08-19;231,0
2016-08-20;317,0
2016-08-21;246,0
2016-08-22;166,0
2016-08-23;205,0
2016-08-24;165,0
2016-08-25;192,0
2016-08-26;255,0
2016-08-27;320,0
2016-08-28;288,0
2016-08-29;168,0
2016-08-30;227,0
2016-08-31;231,0
2016-09-01;279,0
2016-09-02;284,0
2016-09-03;400,0
2016-09-04;352,0
2016-09-05;204,0
2016-09-06;216,0
2016-09-07;209,0
2016-09-08;215,0
2016-09-09;248,0
2016-09-10;352,0
2016-09-11;323,0
2016-09-12;158,0
2016-09-13;125,0
2016-09-14;151,0
2016-09-15;158,0
2016-09-16;219,0
2016-09-17;301,0
2016-09-18;291,0
2016-09-19;151,0
2016-09-20;178,0
2016-09-21;176,0
2016-09-22;133,0
2016-09-23;223,0
2016-09-24;311,0
2016-09-25;264,0
2016-09-26;150,0
2016-09-27;184,0
2016-09-28;201,0
2016-09-29;164,0
2016-09-30;279,0
2016-10-01;462,0
2016-10-02;375,0
2016-10-03;213,0
2016-10-04;195,0
2016-10-05;209,0
2016-10-06;157,0
2016-10-07;258,0
2016-10-08;357,0
2016-10-09;313,0
2016-10-10;181,0
2016-10-11;185,0
2016-10-12;155,0
2016-10-13;207,0
2016-10-14;222,0
2016-10-15;376,0
2016-10-16;350,0
2016-10-17;155,0
2016-10-18;169,0
2016-10-19;164,0
2016-10-20;140,0
2016-10-21;225,0
2016-10-22;278,0
2016-10-23;246,0
2016-10-24;119,0
2016-10-25;146,0
2016-10-26;179,0
2016-10-27;167,0
2016-10-28;185,0
2016-10-29;272,0
2016-10-30;254,0
2016-10-31;134,0
2016-11-01;180,0
2016-11-02;340,0
2016-11-03;261,0
2016-11-04;301,0
2016-11-05;265,0
2016-11-06;249,0
2016-11-07;175,0
2016-11-08;147,0
2016-11-09;183,0
2016-11-10;165,0
2016-11-11;196,0
2016-11-12;275,0
2016-11-13;294,0
2016-11-14;152,0
2016-11-15;129,0
2016-11-16;180,0
2016-11-17;133,0
2016-11-18;175,0
2016-11-19;281,0
2016-11-20;229,0
2016-11-21;144,0
2016-11-22;123,0
2016-11-23;124,0
2016-11-24;147,0
2016-11-25;214,0
2016-11-26;257,0
2016-11-27;202,0
2016-11-28;140,0
2016-11-29;129,0
2016-11-30;190,0
2016-12-01;215,0
2016-12-02;202,0
2016-12-03;289,0
2016-12-04;336,0
2016-12-05;164,0
2016-12-06;272,0
2016-12-07;284,0
2016-12-08;435,0
2016-12-09;384,0
2016-12-10;456,0
2016-12-11;538,0
2016-12-12;344,0
2016-12-13;298,0
2016-12-14;374,0
2016-12-15;484,0
2016-12-16;443,0
2016-12-17;655,0
2016-12-18;494,0
2016-12-19;401,0
2016-12-20;458,0
2016-12-21;504,0
2016-12-22;406,0
2016-12-23;532,0
2016-12-24;539,0
2016-12-26;470,0
2016-12-27;353,0
2016-12-28;428,0
2016-12-29;493,0
2016-12-30;595,0
2016-12-31;664,0
2017-01-01;2,0
2017-01-02;508,0
2017-01-03;423,0
2017-01-04;354,0
2017-01-05;226,0
2017-01-06;282,0
2017-01-07;437,0
2017-01-08;441,0
2017-01-09;196,0
2017-01-10;209,0
2017-01-11;236,0
2017-01-12;217,0
2017-01-13;281,0
2017-01-14;435,0
2017-01-15;353,0
2017-01-16;211,0
2017-01-17;173,0
2017-01-18;468,0
2017-01-19;505,0
2017-01-20;643,0
2017-01-21;858,0
2017-01-22;854,0
2017-01-23;491,0
2017-01-24;465,0
2017-01-25;481,0
2017-01-26;537,0
2017-01-27;580,0
2017-01-28;816,0
2017-01-29;803,0
2017-01-30;454,0
2017-01-31;598,0
2017-02-01;676,0
2017-02-02;575,0
2017-02-03;727,0
2017-02-04;960,0
2017-02-05;816,0
2017-02-06;493,0
2017-02-07;703,0
2017-02-08;497,0
2017-02-09;232,0
2017-02-10;254,0
2017-02-11;360,0
2017-02-12;311,0
2017-02-13;209,0
2017-02-14;261,0
2017-02-15;202,0
2017-02-16;222,0
2017-02-17;251,0
2017-02-18;367,0
2017-02-19;264,0
2017-02-20;169,0
2017-02-21;182,0
2017-02-22;192,0
2017-02-23;209,0
2017-02-24;201,0
2017-02-25;328,0
2017-02-26;268,0
2017-02-27;296,0
2017-02-28;307,0
2017-03-01;233,0
2017-03-02;226,0
2017-03-03;253,0
2017-03-04;399,0
2017-03-05;362,0
2017-03-06;181,0
2017-03-07;188,0
2017-03-08;195,0
2017-03-09;188,0
2017-03-10;223,0
2017-03-11;313,0
2017-03-12;294,0
2017-03-13;152,0
2017-03-14;142,0
2017-03-15;158,0
2017-03-16;154,0
2017-03-17;242,0
2017-03-18;328,0
2017-03-19;284,0
2017-03-20;157,0
2017-03-21;177,0
2017-03-22;164,0
2017-03-23;176,0
2017-03-24;203,0
2017-03-25;296,0
2017-03-26;251,0
2017-03-27;152,0
2017-03-28;113,0
2017-03-29;265,0
2017-03-30;308,0
2017-03-31;540,0
2017-04-01;776,0
2017-04-02;459,0
2017-04-03;303,0
2017-04-04;355,0
2017-04-05;375,0
2017-04-06;314,0
2017-04-07;313,0
2017-04-08;488,0
2017-04-09;449,0
2017-04-10;274,0
2017-04-11;236,0
2017-04-12;216,0
2017-04-13;282,0
2017-04-14;311,0
2017-04-15;362,0
2017-04-16;371,0
2017-04-17;295,0
2017-04-18;276,0
2017-04-19;251,0
2017-04-20;143,0
2017-04-21;201,0
2017-04-22;301,0
2017-04-23;271,0
2017-04-24;145,0
2017-04-25;137,0
2017-04-26;127,0
2017-04-27;140,0
2017-04-28;223,0
2017-04-29;351,0
2017-04-30;310,0
2017-05-01;378,0
2017-05-02;198,0
2017-05-03;141,0
2017-05-04;185,0
2017-05-05;202,0
2017-05-06;289,0
2017-05-07;274,0
2017-05-08;207,0
2017-05-09;126,0
2017-05-10;156,0
2017-05-11;184,0
2017-05-12;254,0
2017-05-13;566,0
2017-05-14;372,0
2017-05-15;170,0
2017-05-16;158,0
2017-05-17;157,0
2017-05-18;159,0
2017-05-19;265,0
2017-05-20;287,0
2017-05-21;285,0
2017-05-22;165,0
2017-05-23;155,0
2017-05-24;194,0
2017-05-25;177,0
2017-05-26;317,0
2017-05-27;309,0
2017-05-28;262,0
2017-05-29;154,0
2017-05-30;147,0
2017-05-31;196,0
2017-06-01;203,0
2017-06-02;234,0
2017-06-03;449,0
2017-06-04;335,0
2017-06-05;203,0
2017-06-06;173,0
2017-06-07;180,0
2017-06-08;182,0
2017-06-09;205,0
2017-06-10;292,0
2017-06-11;306,0
2017-06-12;136,0
2017-06-13;155,0
2017-06-14;188,0
2017-06-15;199,0
2017-06-16;248,0
2017-06-17;458,0
2017-06-18;295,0
2017-06-19;142,0
2017-06-20;146,0
2017-06-21;168,0
2017-06-22;153,0
2017-06-23;182,0
2017-06-24;313,0
2017-06-25;234,0
2017-06-26;120,0
2017-06-27;147,0
2017-06-28;175,0
2017-06-29;174,0
2017-06-30;210,0
2017-07-01;399,0
2017-07-02;319,0
2017-07-03;187,0
2017-07-04;220,0
2017-07-05;304,0
2017-07-06;301,0
2017-07-07;391,0
2017-07-08;472,0
2017-07-09;428,0
2017-07-10;276,0
2017-07-11;232,0
2017-07-12;296,0
2017-07-13;265,0
2017-07-14;387,0
2017-07-15;466,0
2017-07-16;365,0
2017-07-17;306,0
2017-07-18;234,0
2017-07-19;301,0
2017-07-20;250,0
2017-07-21;300,0
2017-07-22;407,0
2017-07-23;415,0
2017-07-24;276,0
2017-07-25;298,0
2017-07-26;303,0
2017-07-27;211,0
2017-07-28;304,0
2017-07-29;370,0
2017-07-30;326,0
2017-07-31;218,0
2017-08-01;281,0
2017-08-02;289,0
2017-08-03;304,0
2017-08-04;324,0
2017-08-05;391,0
2017-08-06;367,0
2017-08-07;225,0
2017-08-08;302,0
2017-08-09;224,0
2017-08-10;226,0
2017-08-11;349,0
2017-08-12;332,0
2017-08-13;289,0
2017-08-14;237,0
2017-08-15;247,0
